"flight_time","altitude","pressure","temperature","RH","dewp","mixingRatio","windDirection","windSpeed","latitude","longitude","range","azimuth","theta"
269,846,887.7,22.09,34.77,5.84,6.55,268.51,2.54,41.59,1.032,78,24,32.2999212510842
270,849,887.41,22.06,34.78,5.83,6.55,267.44,2.54,41.59,1.032,80,25,32.2973659520673
271,852,887.15,22.04,34.8,5.82,6.54,266.46,2.54,41.59,1.032,82,26,32.3022165542979
272,854,886.91,22.03,34.8,5.81,6.54,265.56,2.54,41.59,1.032,84,27,32.3154558811685
273,857,886.66,22.03,34.79,5.8,6.54,264.77,2.55,41.59,1.032,85,29,32.340034372288
274,859,886.39,22.01,34.79,5.79,6.54,264.07,2.56,41.59,1.032,87,31,32.3458887916929
275,862,886.13,22,34.8,5.78,6.53,263.49,2.58,41.59,1.032,88,33,32.3611171087402
276,864,885.87,22,34.78,5.77,6.53,263.02,2.6,41.59,1.032,89,34,32.386705253723
277,867,885.62,22.01,34.67,5.74,6.52,262.66,2.63,41.59,1.032,91,35,32.4216710912218
278,870,885.34,22.06,34.45,5.69,6.5,262.41,2.66,41.59,1.032,93,36,32.5010176974417
279,872,885.05,22.13,34.17,5.63,6.47,262.26,2.69,41.59,1.032,95,37,32.6020800403425
280,875,884.76,22.2,33.95,5.6,6.46,262.22,2.72,41.59,1.032,97,37,32.7031679823949
281,878,884.47,22.25,33.81,5.58,6.46,262.27,2.76,41.59,1.032,99,38,32.7835683679771
282,881,884.19,22.27,33.71,5.55,6.45,262.42,2.8,41.59,1.032,102,38,32.8319301830591
283,884,883.91,22.26,33.61,5.51,6.43,262.65,2.84,41.59,1.032,105,39,32.849231622868
284,886,883.63,22.25,33.54,5.47,6.41,262.96,2.88,41.59,1.032,108,40,32.8665424542316
285,889,883.36,22.23,33.5,5.44,6.4,263.33,2.92,41.59,1.032,110,41,32.8725136328671
286,892,883.09,22.21,33.47,5.4,6.39,263.75,2.97,41.59,1.032,113,42,32.8784916845914
287,895,882.78,22.18,33.43,5.37,6.37,264.22,3.01,41.59,1.032,116,44,32.8780719086308
288,898,882.46,22.17,33.36,5.32,6.35,264.71,3.06,41.59,1.032,118,45,32.8993761055466
289,901,882.15,22.16,33.26,5.27,6.33,265.24,3.1,41.59,1.032,120,46,32.9197026934393
290,904,881.84,22.14,33.16,5.21,6.31,265.78,3.15,41.59,1.032,122,47,32.9296756758555
291,907,881.53,22.11,33.1,5.16,6.29,266.35,3.19,41.59,1.032,124,48,32.9292919419794
292,910,881.22,22.08,33.12,5.14,6.28,266.92,3.24,41.59,1.032,127,49,32.9289158515392
293,913,880.93,22.06,33.18,5.15,6.29,267.49,3.28,41.591,1.032,129,49,32.9369326018389
294,916,880.64,22.04,33.25,5.16,6.3,268.06,3.32,41.591,1.032,132,50,32.944957624423
295,919,880.33,22.02,33.31,5.17,6.3,268.62,3.36,41.591,1.032,135,50,32.9549756608939
296,922,880,22,33.37,5.18,6.31,269.17,3.4,41.591,1.032,138,51,32.9669890104981
297,925,879.66,21.97,33.47,5.19,6.32,269.7,3.43,41.591,1.033,141,52,32.9696342066354
298,929,879.32,21.95,33.58,5.22,6.33,270.2,3.47,41.591,1.033,144,53,32.9826631761818
299,932,878.96,21.92,33.69,5.24,6.34,270.68,3.5,41.591,1.033,147,54,32.9873173886489
300,936,878.61,21.89,33.78,5.26,6.35,271.14,3.53,41.591,1.033,150,55,32.9909887153244
301,939,878.29,21.87,33.87,5.28,6.36,271.58,3.55,41.591,1.033,153,56,33.0020636341989
302,942,878.01,21.86,33.96,5.3,6.38,271.98,3.57,41.591,1.033,156,57,33.0195465850275
303,944,877.74,21.83,34.04,5.32,6.39,272.36,3.59,41.591,1.033,159,58,33.0152851125266
304,947,877.44,21.8,34.11,5.32,6.39,272.71,3.61,41.59,1.033,162,59,33.0140162626772
305,950,877.12,21.77,34.16,5.31,6.39,273.03,3.62,41.59,1.033,166,59,33.014746852467
306,954,876.81,21.75,34.21,5.32,6.39,273.31,3.63,41.59,1.033,169,60,33.0248716679999
307,956,876.53,21.73,34.29,5.33,6.4,273.55,3.63,41.59,1.033,173,61,33.0320154623564
308,959,876.26,21.71,34.37,5.35,6.41,273.77,3.64,41.59,1.033,177,62,33.0381696624578
309,962,875.99,21.68,34.44,5.35,6.41,273.96,3.64,41.59,1.033,181,62,33.033945772934
310,965,875.7,21.65,34.49,5.35,6.41,274.12,3.64,41.59,1.033,184,63,33.0317228018166
311,967,875.42,21.62,34.57,5.35,6.42,274.25,3.63,41.59,1.033,187,64,33.0285080643713
312,970,875.15,21.6,34.72,5.39,6.44,274.36,3.63,41.59,1.033,190,65,33.0346885847669
313,973,874.89,21.58,34.9,5.45,6.47,274.45,3.62,41.59,1.033,192,65,33.0398773011684
314,975,874.62,21.57,35.06,5.51,6.5,274.51,3.61,41.59,1.033,194,66,33.0564613054761
315,978,874.35,21.56,35.18,5.55,6.52,274.54,3.6,41.59,1.033,197,66,33.073054184231
316,981,874.08,21.54,35.26,5.56,6.52,274.55,3.59,41.59,1.033,200,66,33.0792643709117
317,983,873.8,21.51,35.32,5.56,6.53,274.53,3.58,41.59,1.033,203,67,33.0760893094618
318,986,873.51,21.49,35.33,5.55,6.52,274.5,3.56,41.59,1.033,206,67,33.0843140997812
319,989,873.21,21.47,35.28,5.51,6.51,274.45,3.55,41.59,1.034,210,68,33.0935482525601
320,992,872.92,21.46,35.19,5.46,6.49,274.4,3.54,41.59,1.034,213,68,33.1121858079758
321,995,872.67,21.45,35.12,5.43,6.47,274.35,3.53,41.59,1.034,216,69,33.126827055307
322,997,872.42,21.43,35.12,5.41,6.47,274.29,3.52,41.59,1.034,220,69,33.1310786115349
323,1000,872.16,21.42,35.14,5.41,6.47,274.24,3.51,41.59,1.034,223,70,33.1467363540403
324,1002,871.88,21.4,35.16,5.4,6.47,274.2,3.5,41.59,1.034,226,70,33.1540086046161
325,1005,871.6,21.38,35.18,5.39,6.46,274.15,3.49,41.59,1.034,229,70,33.1612886317436
326,1008,871.32,21.36,35.2,5.38,6.46,274.11,3.49,41.59,1.034,232,71,33.1685764415712
327,1011,871.02,21.34,35.22,5.37,6.46,274.07,3.48,41.59,1.034,235,71,33.1778794496506
328,1014,870.71,21.31,35.25,5.36,6.46,274.04,3.48,41.59,1.034,238,71,33.177792766253
329,1017,870.41,21.28,35.28,5.35,6.45,274.02,3.48,41.59,1.034,241,71,33.1767095586965
330,1020,870.13,21.26,35.31,5.34,6.45,274.02,3.48,41.59,1.034,245,71,33.1840290806623
331,1022,869.88,21.24,35.34,5.33,6.45,274.04,3.48,41.59,1.034,248,72,33.1883411425864
332,1025,869.64,21.22,35.36,5.32,6.45,274.07,3.48,41.59,1.034,252,72,33.1916537078118
333,1027,869.39,21.2,35.39,5.31,6.45,274.13,3.48,41.59,1.034,255,72,33.1959772070717
334,1030,869.12,21.17,35.43,5.31,6.45,274.21,3.48,41.59,1.034,258,73,33.1919100771199
335,1033,868.84,21.15,35.47,5.3,6.45,274.32,3.49,41.59,1.034,261,73,33.1992639437556
336,1035,868.57,21.12,35.52,5.3,6.45,274.45,3.49,41.59,1.034,264,73,33.1952086588887
337,1038,868.3,21.1,35.58,5.3,6.45,274.61,3.49,41.59,1.034,266,74,33.2015699605908
338,1041,868.04,21.08,35.63,5.3,6.45,274.79,3.49,41.59,1.034,270,74,33.2069311649554
339,1043,867.78,21.06,35.65,5.3,6.45,274.99,3.5,41.59,1.034,273,74,33.2122988919466
340,1046,867.51,21.04,35.68,5.29,6.45,275.21,3.5,41.59,1.034,276,74,33.2186810538004
341,1049,867.23,21.01,35.71,5.28,6.45,275.47,3.5,41.59,1.034,280,74,33.2156637270098
342,1051,866.95,20.98,35.77,5.28,6.45,275.75,3.5,41.59,1.034,283,75,33.2126523580498
343,1054,866.68,20.95,35.84,5.28,6.45,276.07,3.49,41.59,1.035,287,75,33.2086380974616
344,1057,866.42,20.92,35.92,5.28,6.45,276.42,3.49,41.59,1.035,291,75,33.2036200467535
345,1059,866.17,20.89,36.03,5.31,6.47,276.81,3.48,41.59,1.035,294,75,33.1975973511476
346,1062,865.92,20.87,36.2,5.35,6.49,277.24,3.48,41.59,1.035,298,76,33.201998295666
347,1064,865.65,20.85,36.38,5.4,6.51,277.72,3.47,41.59,1.035,301,76,33.2084252372753
348,1067,865.36,20.82,36.54,5.45,6.54,278.23,3.46,41.59,1.035,305,76,33.2064588472086
349,1070,865.07,20.8,36.68,5.48,6.56,278.78,3.45,41.59,1.035,308,77,33.2149214466183
350,1073,864.76,20.78,36.81,5.51,6.57,279.38,3.44,41.59,1.035,311,77,33.2254149425836
351,1076,864.45,20.76,36.94,5.54,6.59,280.02,3.43,41.59,1.035,314,77,33.2359186165496
352,1079,864.16,20.74,37.05,5.57,6.6,280.7,3.42,41.59,1.035,317,77,33.2444086330963
353,1082,863.91,20.71,37.14,5.58,6.61,281.42,3.41,41.59,1.035,320,77,33.2384319948738
354,1084,863.66,20.69,37.21,5.59,6.61,282.19,3.4,41.59,1.035,323,78,33.2428868039937
355,1087,863.4,20.66,37.28,5.59,6.62,283.01,3.39,41.59,1.035,327,78,33.2379322914076
356,1090,863.13,20.64,37.37,5.6,6.63,283.86,3.38,41.59,1.035,330,78,33.2444246951133
357,1092,862.85,20.61,37.47,5.62,6.64,284.75,3.37,41.59,1.035,333,79,33.2415078400085
358,1095,862.55,20.59,37.55,5.63,6.64,285.68,3.37,41.59,1.035,337,79,33.2510555912303
359,1098,862.27,20.57,37.59,5.63,6.64,286.64,3.37,41.59,1.035,340,79,33.2585844239172
360,1101,862,20.55,37.58,5.61,6.64,287.63,3.37,41.59,1.035,342,79,33.265106723423
361,1104,861.72,20.54,37.55,5.58,6.63,288.63,3.38,41.59,1.035,345,79,33.2830850749322
362,1107,861.42,20.53,37.46,5.54,6.61,289.65,3.38,41.59,1.035,347,79,33.3031039703636
363,1110,861.14,20.53,37.27,5.47,6.58,290.68,3.39,41.59,1.035,349,80,33.3315388774644
364,1112,860.86,20.53,37.05,5.39,6.55,291.7,3.41,41.59,1.035,352,80,33.3599856713704
365,1115,860.58,20.54,36.86,5.32,6.52,292.71,3.43,41.59,1.035,355,80,33.3988821995318
366,1118,860.32,20.55,36.67,5.26,6.49,293.72,3.45,41.59,1.035,358,81,33.4357584237097
367,1120,860.06,20.58,36.44,5.19,6.46,294.7,3.47,41.59,1.035,361,81,33.4935259996378
368,1123,859.83,20.61,36.25,5.14,6.44,295.67,3.5,41.59,1.036,363,82,33.5482551573806
369,1125,859.59,20.63,36.13,5.12,6.43,296.6,3.53,41.59,1.036,366,82,33.5935743532958
370,1128,859.32,20.66,36.04,5.1,6.43,297.5,3.57,41.59,1.036,368,82,33.6524045658256
371,1131,859.04,20.7,35.9,5.08,6.42,298.36,3.6,41.59,1.036,371,82,33.7227141686135
372,1133,858.75,20.74,35.76,5.06,6.41,299.18,3.64,41.59,1.036,373,82,33.794063604512
373,1137,858.45,20.76,35.65,5.04,6.41,299.96,3.68,41.59,1.036,376,83,33.8455641859269
374,1140,858.14,20.77,35.57,5.01,6.4,300.7,3.72,41.59,1.036,379,83,33.8876575606752
375,1142,857.87,20.77,35.47,4.97,6.38,301.4,3.76,41.59,1.036,383,83,33.9152340555563
376,1145,857.62,20.78,35.29,4.91,6.35,302.05,3.81,41.59,1.036,386,84,33.951225903828
377,1147,857.38,20.78,35.09,4.83,6.32,302.66,3.85,41.59,1.036,390,84,33.9757577357368
378,1150,857.14,20.78,34.97,4.78,6.3,303.23,3.89,41.59,1.036,394,85,34.0002983960927
379,1152,856.88,20.79,34.95,4.77,6.3,303.75,3.94,41.59,1.036,397,85,34.0373447626228
380,1155,856.61,20.8,34.98,4.8,6.31,304.24,3.98,41.59,1.036,400,85,34.0754269014238
381,1158,856.31,20.81,34.98,4.81,6.32,304.7,4.02,41.59,1.036,403,86,34.1165943199086
382,1161,856.01,20.81,34.91,4.78,6.31,305.12,4.06,41.59,1.036,406,86,34.1473239517397
383,1164,855.73,20.82,34.79,4.74,6.29,305.51,4.1,41.59,1.036,409,87,34.1864721220339
384,1167,855.46,20.84,34.64,4.69,6.27,305.86,4.14,41.59,1.036,412,87,34.2350644700059
385,1169,855.19,20.87,34.47,4.65,6.25,306.19,4.17,41.59,1.036,414,87,34.2941283903996
386,1172,854.95,20.9,34.26,4.59,6.23,306.49,4.2,41.59,1.036,417,88,34.3501296398302
387,1174,854.71,20.95,34.02,4.53,6.21,306.77,4.24,41.59,1.036,420,88,34.4270613008414
388,1177,854.46,20.99,33.75,4.46,6.18,307.03,4.27,41.59,1.036,424,89,34.4945787163974
389,1179,854.19,21.04,33.47,4.38,6.14,307.27,4.29,41.59,1.036,428,89,34.5746290685477
390,1182,853.92,21.08,33.19,4.29,6.11,307.5,4.32,41.59,1.036,431,89,34.6442391279485
391,1185,853.63,21.1,32.9,4.19,6.06,307.71,4.35,41.59,1.036,435,90,34.695002571518
392,1188,853.33,21.1,32.64,4.07,6.02,307.91,4.37,41.59,1.036,439,90,34.7258867299287
393,1191,853.04,21.09,32.43,3.98,5.98,308.1,4.39,41.59,1.036,442,90,34.7452905989352
394,1194,852.77,21.09,32.29,3.91,5.95,308.28,4.41,41.59,1.037,446,91,34.7731094853514
395,1197,852.5,21.08,32.17,3.84,5.93,308.45,4.43,41.59,1.037,449,91,34.7904737176236
396,1199,852.23,21.06,32.06,3.79,5.9,308.61,4.44,41.59,1.037,453,91,34.7973804652934
397,1202,851.97,21.05,31.97,3.73,5.88,308.76,4.46,41.59,1.037,457,92,34.8137309871357
398,1204,851.72,21.04,31.83,3.67,5.86,308.91,4.47,41.59,1.037,460,92,34.8290582028514
399,1207,851.47,21.04,31.62,3.57,5.82,309.06,4.48,41.59,1.037,464,92,34.8548629886163
400,1210,851.19,21.02,31.37,3.44,5.77,309.2,4.49,41.59,1.037,467,93,34.862834767929
401,1213,850.91,21,31.2,3.35,5.73,309.35,4.5,41.589,1.037,471,93,34.8708148423389
402,1215,850.65,20.99,31.15,3.31,5.72,309.49,4.51,41.589,1.037,474,93,34.8872087469522
403,1218,850.4,20.98,31.17,3.32,5.72,309.63,4.52,41.589,1.037,478,94,34.9025775283612
404,1221,850.14,20.97,31.25,3.34,5.74,309.77,4.53,41.589,1.037,482,94,34.9189885278429
405,1224,849.84,20.96,31.34,3.37,5.75,309.91,4.54,41.589,1.037,486,94,34.9395467472838
406,1227,849.54,20.94,31.4,3.38,5.76,310.04,4.55,41.589,1.037,490,95,34.9496405677943
407,1230,849.24,20.93,31.42,3.38,5.76,310.18,4.56,41.589,1.037,494,95,34.9702216883329
408,1233,848.96,20.91,31.44,3.38,5.76,310.31,4.57,41.589,1.037,497,95,34.9782645785926
409,1235,848.7,20.9,31.46,3.37,5.76,310.43,4.58,41.589,1.037,501,96,34.9947227374282
410,1238,848.45,20.88,31.49,3.37,5.76,310.55,4.59,41.589,1.037,505,96,34.9996728699556
411,1240,848.22,20.86,31.53,3.37,5.76,310.67,4.6,41.589,1.037,508,96,35.0025555829762
412,1243,847.97,20.84,31.58,3.37,5.76,310.78,4.61,41.589,1.037,512,96,35.0075176543011
413,1245,847.71,20.81,31.63,3.37,5.76,310.88,4.62,41.589,1.037,516,97,35.0030406933647
414,1248,847.44,20.78,31.68,3.37,5.77,310.99,4.64,41.589,1.037,519,97,34.9996066364225
415,1251,847.16,20.75,31.73,3.37,5.77,311.08,4.65,41.589,1.037,523,97,34.9972164452625
416,1254,846.87,20.73,31.78,3.37,5.77,311.17,4.67,41.589,1.037,527,98,35.0063569189509
417,1257,846.57,20.7,31.83,3.37,5.77,311.25,4.69,41.589,1.037,531,98,35.0060585997527
418,1260,846.27,20.68,31.89,3.38,5.78,311.32,4.7,41.589,1.038,535,98,35.0162560232013
419,1263,846,20.66,31.96,3.39,5.78,311.37,4.72,41.589,1.038,539,98,35.0233444490678
420,1265,845.74,20.64,32.03,3.4,5.79,311.42,4.74,41.589,1.038,543,99,35.0294005910429
421,1268,845.49,20.61,32.11,3.41,5.79,311.46,4.76,41.589,1.038,547,99,35.0239327639655
422,1271,845.23,20.57,32.17,3.41,5.8,311.49,4.79,41.589,1.038,550,99,35.0090184742073
423,1273,844.98,20.55,32.21,3.4,5.8,311.5,4.81,41.589,1.038,554,99,35.0140516767527
424,1276,844.72,20.53,32.25,3.4,5.8,311.52,4.83,41.589,1.038,558,100,35.0201324176742
425,1279,844.45,20.51,32.3,3.41,5.8,311.52,4.86,41.589,1.038,562,100,35.0272617250702
426,1281,844.17,20.49,32.37,3.42,5.81,311.52,4.88,41.589,1.038,567,100,35.0354406760403
427,1284,843.89,20.47,32.47,3.44,5.82,311.5,4.91,41.589,1.038,572,100,35.0436280911976
428,1287,843.63,20.44,32.56,3.46,5.83,311.48,4.93,41.589,1.038,577,100,35.0392414001366
429,1290,843.37,20.41,32.63,3.47,5.83,311.45,4.96,41.589,1.038,582,101,35.0348599078827
430,1292,843.1,20.38,32.71,3.48,5.84,311.41,4.98,41.589,1.038,586,101,35.0315268441545
431,1295,842.8,20.35,32.79,3.48,5.84,311.36,5.01,41.589,1.038,590,101,35.031330358337
432,1299,842.49,20.32,32.87,3.49,5.85,311.31,5.03,41.589,1.038,595,101,35.0321857801501
433,1302,842.2,20.29,32.95,3.5,5.85,311.25,5.05,41.589,1.038,599,102,35.0309611678205
434,1304,841.92,20.26,33.02,3.51,5.86,311.18,5.08,41.589,1.038,603,102,35.0286990738321
435,1307,841.65,20.24,33.12,3.53,5.87,311.11,5.1,41.589,1.038,607,102,35.0359027932594
436,1310,841.39,20.21,33.26,3.56,5.89,311.04,5.13,41.589,1.038,611,103,35.0315636688386
437,1312,841.14,20.18,33.41,3.6,5.9,310.97,5.15,41.588,1.038,616,103,35.0261841270736
438,1315,840.88,20.15,33.53,3.63,5.92,310.89,5.17,41.588,1.038,621,103,35.0218551719962
439,1318,840.62,20.13,33.63,3.65,5.93,310.8,5.19,41.588,1.038,626,103,35.0280394422391
440,1321,840.34,20.11,33.69,3.66,5.93,310.71,5.21,41.588,1.039,631,103,35.0363241376883
441,1324,840.05,20.08,33.74,3.65,5.93,310.62,5.24,41.588,1.039,636,104,35.0351544343504
442,1327,839.76,20.06,33.77,3.64,5.93,310.52,5.26,41.588,1.039,640,104,35.0445030420048
443,1329,839.49,20.03,33.82,3.64,5.93,310.41,5.28,41.588,1.039,645,104,35.0412533656282
444,1332,839.2,20,33.94,3.66,5.94,310.3,5.3,41.588,1.039,649,104,35.0401057844532
445,1335,838.91,19.96,34.11,3.7,5.96,310.19,5.32,41.588,1.039,654,104,35.0284513948858
446,1338,838.61,19.93,34.26,3.73,5.98,310.08,5.34,41.588,1.039,658,105,35.0283661433152
447,1341,838.34,19.9,34.36,3.75,5.99,309.96,5.35,41.588,1.039,663,105,35.0251414411389
448,1344,838.08,19.87,34.43,3.76,5.99,309.85,5.37,41.588,1.039,668,105,35.0208732119967
449,1346,837.83,19.84,34.51,3.76,6,309.73,5.39,41.588,1.039,673,105,35.0155605274497
450,1349,837.57,19.82,34.6,3.78,6,309.61,5.41,41.588,1.039,678,105,35.0218214652634
451,1352,837.3,19.79,34.68,3.79,6.01,309.48,5.42,41.588,1.039,684,105,35.0186201585999
452,1355,837.01,19.77,34.76,3.8,6.02,309.35,5.44,41.588,1.039,689,105,35.0280472132752
453,1358,836.72,19.74,34.84,3.81,6.03,309.21,5.46,41.588,1.039,694,106,35.0269617428723
454,1361,836.44,19.72,34.94,3.83,6.04,309.07,5.47,41.588,1.039,699,106,35.0353550237497
455,1364,836.15,19.7,35.08,3.87,6.05,308.93,5.48,41.588,1.039,704,106,35.044808894405
456,1366,835.87,19.67,35.27,3.92,6.08,308.78,5.49,41.588,1.039,709,106,35.0426948713531
457,1369,835.61,19.64,35.44,3.96,6.1,308.63,5.5,41.588,1.039,714,107,35.0384822490254
458,1372,835.36,19.62,35.58,4,6.12,308.48,5.51,41.588,1.039,719,107,35.0437488721864
459,1374,835.1,19.59,35.72,4.03,6.13,308.33,5.52,41.588,1.039,724,107,35.0395475510279
460,1377,834.81,19.56,35.9,4.07,6.15,308.17,5.53,41.588,1.04,729,107,35.0385123543648
461,1381,834.51,19.52,36.09,4.12,6.17,308,5.53,41.588,1.04,735,107,35.0280086455247
462,1383,834.22,19.49,36.27,4.15,6.19,307.83,5.54,41.588,1.04,740,107,35.0269875347113
463,1386,833.97,19.46,36.43,4.19,6.21,307.66,5.54,41.588,1.04,746,108,35.0217552038076
464,1389,833.72,19.43,36.62,4.24,6.24,307.48,5.54,41.588,1.04,752,108,35.0165276259361
465,1391,833.45,19.41,36.82,4.31,6.27,307.29,5.54,41.588,1.04,758,108,35.0239489737888
466,1394,833.17,19.4,37.03,4.37,6.3,307.09,5.54,41.588,1.04,763,108,35.0429686636068
467,1397,832.89,19.38,37.23,4.43,6.32,306.9,5.53,41.588,1.04,768,108,35.0514633802133
468,1400,832.6,19.35,37.43,4.48,6.35,306.7,5.53,41.588,1.04,773,108,35.0504865454438
469,1403,832.3,19.32,37.66,4.54,6.38,306.49,5.52,41.587,1.04,778,108,35.0505739704375
470,1406,832.02,19.29,37.93,4.61,6.42,306.29,5.51,41.587,1.04,783,108,35.0485551789729
471,1409,831.75,19.27,38.17,4.69,6.45,306.08,5.5,41.587,1.04,788,109,35.05602543446
472,1412,831.49,19.25,38.35,4.74,6.48,305.87,5.49,41.587,1.04,793,109,35.062445784303
473,1414,831.23,19.24,38.45,4.77,6.49,305.65,5.48,41.587,1.04,798,109,35.0794151490231
474,1417,830.95,19.22,38.5,4.77,6.49,305.43,5.47,41.587,1.04,804,109,35.0879683608143
475,1420,830.68,19.2,38.52,4.76,6.49,305.2,5.46,41.587,1.04,810,109,35.0954712971457
476,1423,830.41,19.18,38.55,4.76,6.49,304.97,5.45,41.587,1.04,816,109,35.1029822678572
477,1426,830.14,19.17,38.61,4.76,6.5,304.74,5.44,41.587,1.04,821,109,35.1210469501106
478,1428,829.88,19.15,38.66,4.77,6.5,304.51,5.43,41.587,1.041,827,109,35.1275147975388
479,1431,829.62,19.13,38.69,4.76,6.5,304.28,5.41,41.587,1.041,832,109,35.1339899735476
480,1434,829.38,19.12,38.71,4.76,6.5,304.05,5.4,41.587,1.041,837,110,35.1488991614067
481,1436,829.13,19.09,38.75,4.75,6.5,303.82,5.39,41.587,1.041,841,110,35.1437786683327
482,1439,828.87,19.07,38.79,4.75,6.5,303.59,5.38,41.587,1.041,846,110,35.1502747983624
483,1442,828.6,19.06,38.82,4.74,6.5,303.36,5.37,41.587,1.041,851,110,35.1683914559265
484,1445,828.32,19.04,38.84,4.73,6.5,303.12,5.36,41.587,1.041,856,110,35.1770282596468
485,1447,828.04,19.02,38.87,4.73,6.5,302.88,5.36,41.587,1.041,861,110,35.1856739160461
486,1450,827.77,19.01,38.92,4.74,6.5,302.64,5.35,41.587,1.041,866,110,35.2038195920072
487,1453,827.5,18.99,38.98,4.74,6.51,302.4,5.34,41.587,1.041,871,110,35.2114200761886
488,1456,827.23,18.96,39.05,4.74,6.51,302.15,5.34,41.587,1.041,877,110,35.2084724269482
489,1459,826.95,18.94,39.1,4.74,6.51,301.91,5.34,41.587,1.041,883,110,35.2171523969297
490,1461,826.68,18.92,39.14,4.74,6.51,301.67,5.33,41.587,1.041,888,110,35.2247766253117
491,1464,826.42,18.9,39.18,4.73,6.51,301.43,5.33,41.587,1.041,893,110,35.2313439968958
492,1467,826.13,18.88,39.21,4.73,6.51,301.18,5.33,41.587,1.041,898,110,35.2411148603602
493,1470,825.84,18.86,39.2,4.71,6.51,300.94,5.33,41.587,1.041,903,110,35.2508954328814
494,1473,825.56,18.85,39.2,4.69,6.5,300.7,5.33,41.587,1.041,908,110,35.2701818628249
495,1476,825.29,18.82,39.23,4.68,6.5,300.45,5.34,41.587,1.041,914,111,35.267285977716
496,1479,825.03,18.79,39.3,4.68,6.5,300.2,5.34,41.587,1.041,919,111,35.2633293920876
497,1481,824.76,18.76,39.38,4.68,6.5,299.95,5.35,41.587,1.042,924,111,35.2604455574102
498,1485,824.46,18.73,39.44,4.67,6.5,299.7,5.35,41.587,1.042,930,111,35.2607706898994
499,1488,824.13,18.7,39.47,4.66,6.5,299.45,5.36,41.587,1.042,935,111,35.2643083027028
500,1491,823.81,18.68,39.48,4.64,6.49,299.2,5.37,41.587,1.042,940,111,35.2773570596427
501,1495,823.5,18.66,39.49,4.63,6.49,298.96,5.38,41.587,1.042,945,111,35.2893492371061
502,1498,823.22,18.63,39.51,4.61,6.48,298.72,5.39,41.587,1.042,950,111,35.2875738841437
503,1500,822.94,18.6,39.55,4.6,6.48,298.48,5.4,41.587,1.042,956,111,35.2858054644491
504,1503,822.68,18.57,39.6,4.59,6.48,298.24,5.41,41.587,1.042,961,111,35.2819039578887
505,1506,822.41,18.53,39.65,4.58,6.47,298,5.42,41.587,1.042,967,111,35.2685044951136
506,1509,822.16,18.51,39.7,4.57,6.47,297.76,5.43,41.587,1.042,972,111,35.2741176882524
507,1511,821.9,18.48,39.76,4.57,6.47,297.51,5.44,41.587,1.042,977,111,35.270232934539
508,1514,821.64,18.46,39.75,4.55,6.47,297.27,5.45,41.587,1.042,982,111,35.2769304669952
509,1517,821.35,18.44,39.65,4.49,6.44,297.02,5.46,41.586,1.042,988,111,35.2868506718298
510,1520,821.05,18.42,39.47,4.41,6.41,296.77,5.47,41.586,1.042,993,111,35.2978528865548
511,1523,820.75,18.4,39.38,4.36,6.39,296.53,5.48,41.586,1.042,998,111,35.3088657955477
512,1526,820.48,18.38,39.4,4.35,6.38,296.28,5.49,41.586,1.042,1004,111,35.3166703734897
513,1529,820.21,18.35,39.48,4.35,6.39,296.04,5.5,41.586,1.042,1009,111,35.3139012788376
514,1532,819.93,18.32,39.56,4.35,6.39,295.79,5.51,41.586,1.043,1015,111,35.3122121637631
515,1535,819.65,18.3,39.61,4.35,6.39,295.54,5.52,41.586,1.043,1020,111,35.3211140713905
516,1538,819.38,18.28,39.62,4.34,6.39,295.28,5.53,41.586,1.043,1026,111,35.328950579233
517,1540,819.11,18.27,39.63,4.33,6.39,295.02,5.53,41.586,1.043,1032,111,35.3473813988638
518,1543,818.81,18.24,39.65,4.31,6.38,294.75,5.54,41.586,1.043,1038,111,35.3478742942987
519,1547,818.49,18.21,39.69,4.3,6.38,294.48,5.54,41.586,1.043,1044,111,35.3505271322293
